Variation, Phi(rad), Theta(rad), rEphi(mag ang),rEtheta(mag ang)
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.326450231515691e+00,6.981317007977318e-02,1.056219450830976e-02 1.883909956256778e+00,3.901323221696051e-01 -2.078381857566216e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.361356816555577e+00,6.981317007977318e-02,7.940384551766615e-03 1.758115696340630e+00,3.896473681620551e-01 -2.080586502735215e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.396263401595464e+00,6.981317007977318e-02,5.521526700492213e-03 1.509379987377739e+00,3.892203150190525e-01 -2.082471792724588e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.431169986635350e+00,6.981317007977318e-02,3.865536964404083e-03 9.671750606544227e-01,3.888515898670442e-01 -2.084024660834488e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.466076571675237e+00,6.981317007977318e-02,4.163381785085038e-03 1.983757102781493e-01,3.885416468247769e-01 -2.085233462732949e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.500983156715124e+00,6.981317007977318e-02,6.197953091831195e-03 -2.560128792631530e-01,3.882909831394302e-01 -2.086088037653807e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.535889741755010e+00,6.981317007977318e-02,8.874699926724752e-03 -4.653225840733637e-01,3.881001521624808e-01 -2.086579761374042e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.570796326794897e+00,6.981317007977318e-02,1.177954144295725e-02 -5.756059955212103e-01,3.879697728305906e-01 -2.086701591112873e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.605702911834783e+00,6.981317007977318e-02,1.478500772193968e-02 -6.420392733252607e-01,3.879005353892931e-01 -2.086448102447106e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.640609496874670e+00,6.981317007977318e-02,1.783994833945678e-02 -6.860431258924269e-01,3.878932031734700e-01 -2.085815518268809e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.675516081914556e+00,6.981317007977318e-02,2.091744495732073e-02 -7.172279528977048e-01,3.879486103375745e-01 -2.084801729727915e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.710422666954443e+00,6.981317007977318e-02,2.399990309028475e-02 -7.404636429986295e-01,3.880676555090318e-01 -2.083406309012326e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.745329251994330e+00,6.981317007977318e-02,2.707389118880439e-02 -7.584593363861450e-01,3.882512914196612e-01 -2.081630513728422e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.780235837034216e+00,6.981317007977318e-02,3.012806946579019e-02 -7.728343767636582e-01,3.885005106509437e-01 -2.079477282564330e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.815142422074103e+00,6.981317007977318e-02,3.315226380849410e-02 -7.846127638595863e-01,3.888163277089201e-01 -2.076951221854112e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.850049007113989e+00,6.981317007977318e-02,3.613701912617652e-02 -7.944718122910351e-01,3.891997577220402e-01 -2.074058582621038e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.884955592153876e+00,6.981317007977318e-02,3.907337370444781e-02 -8.028761755031009e-01,3.896517921295040e-01 -2.070807227667975e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.919862177193763e+00,6.981317007977318e-02,4.195274362484049e-02 -8.101543214667828e-01,3.901733717972147e-01 -2.067206588307957e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.954768762233649e+00,6.981317007977318e-02,4.476686556291048e-02 -8.165442991190776e-01,3.907653580618524e-01 -2.063267610391303e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",1.989675347273536e+00,6.981317007977318e-02,4.750777218413090e-02 -8.222222545236161e-01,3.914285022595901e-01 -2.059002689388384e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.024581932313422e+00,6.981317007977318e-02,5.016778650229081e-02 -8.273208245489613e-01,3.921634143428377e-01 -2.054425594428769e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.059488517353309e+00,6.981317007977318e-02,5.273952760094978e-02 -8.319413632747862e-01,3.929705312246765e-01 -2.049551381374724e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.094395102393195e+00,6.981317007977318e-02,5.521592326886504e-02 -8.361622862328087e-01,3.938500855148132e-01 -2.044396295214901e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.129301687433082e+00,6.981317007977318e-02,5.759022681431834e-02 -8.400449000041840e-01,3.948020753217464e-01 -2.038977662295161e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.164208272472969e+00,6.981317007977318e-02,5.985603628897180e-02 -8.436375613242164e-01,3.958262357920617e-01 -2.033313773148957e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.199114857512855e+00,6.981317007977318e-02,6.200731491318075e-02 -8.469787012981783e-01,3.969220130389474e-01 -2.027423756939153e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.234021442552742e+00,6.981317007977318e-02,6.403841182989606e-02 -8.500990630118381e-01,3.980885410775080e-01 -2.021327448765720e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.268928027592628e+00,6.981317007977318e-02,6.594408252062749e-02 -8.530233840718340e-01,3.993246223346360e-01 -2.015045251317659e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.303834612632515e+00,6.981317007977318e-02,6.771950834814326e-02 -8.557716811090653e-01,4.006287122366480e-01 -2.008597992542188e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.338741197672402e+00,6.981317007977318e-02,6.936031477820802e-02 -8.583602447090984e-01,4.019989082998111e-01 -2.002006781160115e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.373647782712288e+00,6.981317007977318e-02,7.086258789520733e-02 -8.608024209531387e-01,4.034329440591396e-01 -1.995292861964266e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.408554367752175e+00,6.981317007977318e-02,7.222288887503658e-02 -8.631092339155952e-01,4.049281880715443e-01 -1.988477472893346e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.443460952792061e+00,6.981317007977318e-02,7.343826612045332e-02 -8.652898884556441e-01,4.064816481232431e-01 -1.981581705871814e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.478367537831948e+00,6.981317007977318e-02,7.450626480277245e-02 -8.673521821684799e-01,4.080899806612645e-01 -1.974626373347306e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.513274122871834e+00,6.981317007977318e-02,7.542493359290603e-02 -8.693028479644914e-01,4.097495053579199e-01 -1.967631882343006e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.548180707911721e+00,6.981317007977318e-02,7.619282840464653e-02 -8.711478434519362e-01,4.114562246085282e-01 -1.960618117676878e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.583087292951608e+00,6.981317007977318e-02,7.680901301558821e-02 -8.728925994778047e-01,4.132058476594307e-01 -1.953604335790581e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.617993877991494e+00,6.981317007977318e-02,7.727305647554376e-02 -8.745422373985065e-01,4.149938189683671e-01 -1.946609070386260e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.652900463031381e+00,6.981317007977318e-02,7.758502725933639e-02 -8.761017626172495e-01,4.168153503150427e-01 -1.939650050799214e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.687807048071268e+00,6.981317007977318e-02,7.774548416930109e-02 -8.775762404352466e-01,4.186654561083363e-01 -1.932744133749095e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.722713633111154e+00,6.981317007977318e-02,7.775546404282624e-02 -8.789709591832455e-01,4.205389912797096e-01 -1.925907248822132e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.757620218151041e+00,6.981317007977318e-02,7.761646637043919e-02 -8.802915848320549e-01,4.224306911110264e-01 -1.919154357752283e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.792526803190927e+00,6.981317007977318e-02,7.733043497992609e-02 -8.815443107622373e-01,4.243352123198335e-01 -1.912499427298118e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.827433388230814e+00,6.981317007977318e-02,7.689973699048817e-02 -8.827360060645758e-01,4.262471747160665e-01 -1.905955415263537e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.862339973270700e+00,6.981317007977318e-02,7.632713928742127e-02 -8.838743656180568e-01,4.281612027509097e-01 -1.899534268988812e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.897246558310587e+00,6.981317007977318e-02,7.561578281097747e-02 -8.849680652464440e-01,4.300719663001284e-01 -1.893246935448786e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.932153143350474e+00,6.981317007977318e-02,7.476915499240670e-02 -8.860269254900863e-01,4.319742200593963e-01 -1.887103381940082e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",2.967059728390360e+00,6.981317007977318e-02,7.379106070457538e-02 -8.870620879676561e-01,4.338628409766249e-01 -1.881112626219063e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.001966313430247e+00,6.981317007977318e-02,7.268559212361424e-02 -8.880862089757959e-01,4.357328632040448e-01 -1.875282774867366e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.036872898470133e+00,6.981317007977318e-02,7.145709792100004e-02 -8.891136759377406e-01,4.375795101192262e-01 -1.869621068609693e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.071779483510020e+00,6.981317007977318e-02,7.011015222201987e-02 -8.901608536410957e-01,4.393982230371662e-01 -1.864133933287391e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.106686068549906e+00,6.981317007977318e-02,6.864952377665565e-02 -8.912463690100043e-01,4.411846863132795e-01 -1.858827035196824e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",3.141592653589793e+00,6.981317007977318e-02,6.708014579251512e-02 -8.923914455948214e-01,4.429348486173895e-01 -1.853705339531344e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.141592653589793e+00,1.047197551196598e-01,6.484674123458538e-02 -9.377610518202385e-01,6.607683772515714e-01 -1.879868861259458e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.106686068549906e+00,1.047197551196598e-01,6.277426348894069e-02 -9.380229909135840e-01,6.627227233308632e-01 -1.876518629007913e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.071779483510020e+00,1.047197551196598e-01,6.061573219189481e-02 -9.382710605232316e-01,6.646016084119840e-01 -1.873316198794759e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.036872898470133e+00,1.047197551196598e-01,5.837883827163407e-02 -9.385466046530048e-01,6.664029028863364e-01 -1.870261777212002e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-3.001966313430247e+00,1.047197551196598e-01,5.607103082773333e-02 -9.388989130263610e-01,6.681251273303481e-01 -1.867355248055867e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.967059728390360e+00,1.047197551196598e-01,5.369946866570040e-02 -9.393867367512346e-01,6.697674273310817e-01 -1.864596255295901e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.932153143350474e+00,1.047197551196598e-01,5.127098164021826e-02 -9.400802435131920e-01,6.713295399019159e-01 -1.861984282817928e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.897246558310587e+00,1.047197551196598e-01,4.879204297328135e-02 -9.410635886407407e-01,6.728117523662368e-01 -1.859518729808500e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.862339973270700e+00,1.047197551196598e-01,4.626875370800587e-02 -9.424383613658663e-01,6.742148547148668e-01 -1.857198980741979e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.827433388230814e+00,1.047197551196598e-01,4.370684053989180e-02 -9.443282937538863e-01,6.755400865481543e-01 -1.855024469030512e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.792526803190927e+00,1.047197551196598e-01,4.111166850680898e-02 -9.468858220409504e-01,6.767890797948630e-01 -1.852994733502481e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.757620218151041e+00,1.047197551196598e-01,3.848827054262106e-02 -9.503014172659205e-01,6.779637984558442e-01 -1.851109466986029e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.722713633111154e+00,1.047197551196598e-01,3.584139693028061e-02 -9.548171458181655e-01,6.790664766502807e-01 -1.849368556391162e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.687807048071268e+00,1.047197551196598e-01,3.317558964312455e-02 -9.607468520670966e-01,6.800995562457695e-01 -1.847772113806184e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.652900463031381e+00,1.047197551196598e-01,3.049529024245450e-02 -9.685070061895918e-01,6.810656253307487e-01 -1.846320498251689e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.617993877991494e+00,1.047197551196598e-01,2.780499703733078e-02 -9.786652995966835e-01,6.819673587393954e-01 -1.845014327866688e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.583087292951608e+00,1.047197551196598e-01,2.510950109870187e-02 -9.920199104692250e-01,6.828074617662228e-01 -1.843854482435828e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.548180707911721e+00,1.047197551196598e-01,2.241425934846139e-02 -1.009734141776707e+00,6.835886181116561e-01 -1.842842096302185e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.513274122871834e+00,1.047197551196598e-01,1.972602536916099e-02 -1.033576237062224e+00,6.843134429828895e-01 -1.841978541844909e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.478367537831948e+00,1.047197551196598e-01,1.705400431520903e-02 -1.066371079821356e+00,6.849844421387116e-01 -1.841265403832831e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.443460952792061e+00,1.047197551196598e-01,1.441216729894738e-02 -1.112908417769159e+00,6.856039775156078e-01 -1.840704445091734e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.408554367752175e+00,1.047197551196598e-01,1.182438690856598e-02 -1.181909161526632e+00,6.861742399084080e-01 -1.840297564041892e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.373647782712288e+00,1.047197551196598e-01,9.337211466776671e-03 -1.290604723379387e+00,6.866972290057691e-01 -1.840046744771592e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.338741197672402e+00,1.047197551196598e-01,7.055507236348039e-03 -1.475632531740569e+00,6.871747409023586e-01 -1.839954000409974e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.303834612632515e+00,1.047197551196598e-01,5.244898481268758e-03 -1.811113187281141e+00,6.876083630301226e-01 -1.840021310646702e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.268928027592628e+00,1.047197551196598e-01,4.494706679737964e-03 -2.353727963393088e+00,6.879994762741461e-01 -1.840250554316448e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.234021442552742e+00,1.047197551196598e-01,5.255079741232898e-03 -2.891511428361465e+00,6.883492638688250e-01 -1.840643438022237e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.199114857512855e+00,1.047197551196598e-01,7.029939505089079e-03 3.061703347493497e+00,6.886587265110631e-01 -1.841201421813524e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.164208272472969e+00,1.047197551196598e-01,9.230003217491770e-03 2.878874886799331e+00,6.889287029831304e-01 -1.841925642963920e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.129301687433082e+00,1.047197551196598e-01,1.159362625435595e-02 2.770341076632666e+00,6.891598954519508e-01 -1.842816838910406e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.094395102393195e+00,1.047197551196598e-01,1.401597902269765e-02 2.700348242021355e+00,6.893528985072077e-01 -1.843875270423115e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.059488517353309e+00,1.047197551196598e-01,1.644858141643990e-02 2.652063289775107e+00,6.895082309205246e-01 -1.845100646073844e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-2.024581932313422e+00,1.047197551196598e-01,1.886465030210713e-02 2.616954046885855e+00,6.896263690540785e-01 -1.846492049064673e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.989675347273536e+00,1.047197551196598e-01,2.124672566757540e-02 2.590332739641272e+00,6.897077808208929e-01 -1.848047867467356e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.954768762233649e+00,1.047197551196598e-01,2.358174790075084e-02 2.569438352104255e+00,6.897529591017870e-01 -1.849765728910694e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.919862177193763e+00,1.047197551196598e-01,2.585889870335427e-02 2.552548476656937e+00,6.897624535551879e-01 -1.851642440738549e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.884955592153876e+00,1.047197551196598e-01,2.806858446554038e-02 2.538536356757810e+00,6.897368998156089e-01 -1.853673936645160e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.850049007113989e+00,1.047197551196598e-01,3.020193944734490e-02 2.526635005040683e+00,6.896770451629349e-01 -1.855855230777240e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.815142422074103e+00,1.047197551196598e-01,3.225058583914523e-02 2.516304313784754e+00,6.895837698554927e-01 -1.858180380272230e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.780235837034216e+00,1.047197551196598e-01,3.420653013043654e-02 2.507152483647755e+00,6.894581034527617e-01 -1.860642457177405e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.745329251994330e+00,1.047197551196598e-01,3.606213632501999e-02 2.498887590350674e+00,6.893012356045191e-01 -1.863233530662401e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.710422666954443e+00,1.047197551196598e-01,3.781014465340991e-02 2.491286623282154e+00,6.891145209484862e-01 -1.865944660394763e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.675516081914556e+00,1.047197551196598e-01,3.944371815111530e-02 2.484175046909694e+00,6.888994779331356e-01 -1.868765901890957e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.640609496874670e+00,1.047197551196598e-01,4.095650651103493e-02 2.477412914593465e+00,6.886577815614094e-01 -1.871686324579687e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.605702911834783e+00,1.047197551196598e-01,4.234272039274842e-02 2.470885183870250e+00,6.883912502291346e-01 -1.874694043217139e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.570796326794897e+00,1.047197551196598e-01,4.359721147676254e-02 2.464494796609448e+00,6.881018270034521e-01 -1.877776263171557e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.535889741755010e+00,1.047197551196598e-01,4.471555477180181e-02 2.458157621381825e+00,6.877915558460955e-01 -1.880919339944968e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.500983156715124e+00,1.047197551196598e-01,4.569413041988817e-02 2.451798676873261e+00,6.874625534285852e-01 -1.884108853121983e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.466076571675237e+00,1.047197551196598e-01,4.653020271164667e-02 2.445349254327828e+00,6.871169773066970e-01 -1.887329694729331e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.431169986635350e+00,1.047197551196598e-01,4.722199434013150e-02 2.438744683811903e+00,6.867569913154646e-01 -1.890566171756707e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.396263401595464e+00,1.047197551196598e-01,4.776875415230000e-02 2.431922572153116e+00,6.863847291106066e-01 -1.893802122333615e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.361356816555577e+00,1.047197551196598e-01,4.817081684024224e-02 2.424821396582068e+00,6.860022568150517e-01 -1.897021044782318e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.326450231515691e+00,1.047197551196598e-01,4.842965317072757e-02 2.417379377603476e+00,6.856115357295323e-01 -1.900206238481286e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.291543646475804e+00,1.047197551196598e-01,4.854790949218520e-02 2.409533583837203e+00,6.852143860339920e-01 -1.903340955183972e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.256637061435917e+00,1.047197551196598e-01,4.852943538721180e-02 2.401219244596595e+00,6.848124523439718e-01 -1.906408559153737e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.221730476396031e+00,1.047197551196598e-01,4.837929845538467e-02 2.392369265547668e+00,6.844071718959650e-01 -1.909392694206840e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.186823891356144e+00,1.047197551196598e-01,4.810378531197364e-02 2.382913960741656e+00,6.839997460225546e-01 -1.912277455511420e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.151917306316258e+00,1.047197551196598e-01,4.771038796582724e-02 2.372781031854544e+00,6.835911154474625e-01 -1.915047563780681e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.117010721276371e+00,1.047197551196598e-01,4.720777478671512e-02 2.361895843266071e+00,6.831819397887294e-01 -1.917688539332037e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.082104136236484e+00,1.047197551196598e-01,4.660574527934202e-02 2.350182059786004e+00,6.827725815120643e-01 -1.920186873367737e+00
"Freq='0.433GHz', dipole_R='5mm' f='433MHz' h='0.34618066743648962' lambda='0.69236133487297924'",-1.047197551196598e+00,1.047197551196598e-01,4.591516784148712e-02 2.337562731778383e+00,6.823630944331164e-01 -1.922530193772456e+00
